operation_id,club_name,player_name,age,position,club_involved_name,tranfer_details,transfer_movement,transfer_period,fee,year,season,player_status,TRANSFER_TYPE
156071,Al-Batin FC,Musab Al-Otaibi,26,Defensive Midfield,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156072,Al-Batin FC,Khaled Al-Oneazi,33,Defensive Midfield,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156073,Al-Batin FC,Yasir Al-Fahmi,26,Attacking Midfield,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156074,Al-Batin FC,Nayef Al-Zafiri,36,Centre-Back,Career break,-,out,Summer,0,2018,2018/2019,Active,Promotion
156075,Al-Batin FC,Guilherme Schettine,22,Centre-Forward,Santa Clara,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156076,Al-Batin FC,Waleed Hizam Al-Oneazi,23,Central Midfield,Al-Shabab FC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156077,Al-Batin FC,Hussein Halawani,22,Left-Back,Ittihad Club,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156078,Al-Batin FC,Abdulmalik Al-Shammari,22,Left-Back,Al-Shabab FC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156079,Al-Ettifaq FC,Brahian Alemán,28,Attacking Midfield,Gimnasia,€1.30m,in,Summer,1300000,2018,2018/2019,Active,Buy
156080,Al-Ettifaq FC,Ramón Arias,25,Centre-Back,Peñarol,€205k,in,Summer,205000,2018,2018/2019,Active,Buy
156081,Al-Ettifaq FC,Farley Rosa,24,Left Winger,Panetolikos,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156082,Al-Ettifaq FC,Hussain Qasim,20,Left-Back,Al-Hilal SFC,?,in,Summer,0,2018,2018/2019,Active,Buy
156083,Al-Ettifaq FC,Saeed Al-Rubaie,24,Centre-Back,Al-Ahli SFC,?,in,Summer,0,2018,2018/2019,Active,Buy
156084,Al-Ettifaq FC,Abdulaziz Al-Dawsari,29,Left Midfield,Al-Qadsiah FC,-,in,Summer,0,2018,2018/2019,Active,Promotion
156085,Al-Ettifaq FC,Khalifa Masrahi,21,Left-Back,Al-Ettifaq FC,-,in,Summer,0,2018,2018/2019,Active,Promotion
156086,Al-Ettifaq FC,Abdulaziz Majrashi,22,Defensive Midfield,Al-Fayha FC,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156087,Al-Ettifaq FC,Ahmed Al-Kassar,27,Goalkeeper,Al-Faisaly FC,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156088,Al-Ettifaq FC,Abdulelah Al-Bukhari,24,Left-Back,Al-Kawkab,?,out,Summer,0,2018,2018/2019,Active,Sell
156089,Al-Ettifaq FC,Mohammed Al-Zubaidi,20,Left-Back,Al-Ahli SFC,?,out,Summer,0,2018,2018/2019,Active,Sell
156090,Al-Ettifaq FC,Yahya Ateen,27,Defensive Midfield,Al-Raed SFC,?,out,Summer,0,2018,2018/2019,Active,Sell
156091,Al-Ettifaq FC,Ahmed Ibrahim Khalaf,26,Centre-Back,Al-Arabi SC,?,out,Summer,0,2018,2018/2019,Active,Sell
156092,Al-Ettifaq FC,Fawaz Al-Torais,21,Left Winger,Khaleej FC,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156093,Al-Ettifaq FC,Faisal Osman Abu Bakr,21,Centre-Back,Al-Jeel,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156094,Al-Ettifaq FC,Liban Abdi,29,Left Winger,Retired,-,out,Summer,0,2018,2018/2019,Retired,Retired
156095,Al-Ettifaq FC,Youssef Al-Salem,33,Centre-Forward,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156096,Al-Ettifaq FC,Mohammed Al-Subaie,23,Defensive Midfield,Ban,-,out,Summer,0,2018,2018/2019,Active,Promotion
156097,Al-Ettifaq FC,Talal Majrashi,27,Right Winger,Al-Fayha FC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156098,Al-Ettifaq FC,Ahmed El Sheikh,25,Right Winger,El Ahly,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156099,Al-Ettifaq FC,Majed Al-Khaibari,26,Left-Back,Ittihad Club,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156100,Al-Ettifaq FC,Fahad Al-Hajeri,26,Centre-Back,Kuwait SC,"End of loanJan 31, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156101,Al-Faisaly FC,Diego Calderón,28,Centre-Forward,Ismaily,€1.28m,in,Summer,1280000,2018,2018/2019,Active,Buy
156102,Al-Faisaly FC,Awadh Khrees,27,Right-Back,Ittihad Club,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156103,Al-Faisaly FC,Ante Puljic,30,Centre-Back,Tom Tomsk,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156104,Al-Faisaly FC,Hamdan Al-Shammrani,21,Left-Back,Al-Ahli SFC,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156105,Al-Faisaly FC,Ahmed Al-Kassar,27,Goalkeeper,Al-Ettifaq FC,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156106,Al-Faisaly FC,Joseph Akpala,31,Centre-Forward,KV Oostende,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156107,Al-Faisaly FC,Riad Sharahili,26,Defensive Midfield,Al-Tai FC,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156108,Al-Faisaly FC,Abdulaziz Al-Bishi,24,Right Winger,Al-Shabab FC,?,in,Summer,0,2018,2018/2019,Active,Buy
156109,Al-Faisaly FC,Tariq Al-Kabe,25,Central Midfield,Al-Faisaly FC,-,in,Summer,0,2018,2018/2019,Active,Promotion
156110,Al-Faisaly FC,Aqel Al-Sahbi,31,Centre-Back,Without Club,-,in,Summer,0,2018,2018/2019,Active,Termination of the contract
156111,Al-Faisaly FC,Hussien Hawsawi,25,Centre-Back,Al-Faisaly FC,-,in,Summer,0,2018,2018/2019,Active,Promotion
156112,Al-Faisaly FC,Doaihy Al-Sahli,23,Midfield,Al-Faisaly FC,-,in,Summer,0,2018,2018/2019,Active,Promotion
156113,Al-Faisaly FC,Fahad Muneef,24,Right-Back,Al-Nojoom FC,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156114,Al-Faisaly FC,Ifeanyi Onyilo,27,Centre-Forward,Cova Piedade,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156115,Al-Faisaly FC,Abdulah Awaji,24,Left Midfield,Al-Watani,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156116,Al-Faisaly FC,Ahmed Al-Najei,23,Defensive Midfield,Al-Orobah FC,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156117,Al-Faisaly FC,Fahd Mneef,24,Right-Back,Al-Orobah FC,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156118,Al-Faisaly FC,Fahad Al-Ansari,31,Defensive Midfield,Qadsia SC,loan transfer,in,Summer,0,2018,2018/2019,Active,Loan
156119,Al-Faisaly FC,Zé Love,30,Centre-Forward,Oeste,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156120,Al-Faisaly FC,Ahmed Al-Najei,23,Defensive Midfield,Abha Club,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156121,Al-Faisaly FC,Abdulah Awaji,24,Left Midfield,Al-Mojzel,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156122,Al-Faisaly FC,Sultan Al-Ghannam,24,Right-Back,Al-Nassr FC,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156123,Al-Faisaly FC,Evson,27,Centre-Back,Saham Club,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156124,Al-Faisaly FC,Hamad Al-Mansour,25,Right-Back,Al-Nassr FC,?,out,Summer,0,2018,2018/2019,Active,Sell
156125,Al-Faisaly FC,Ibrahim Zaied,28,Goalkeeper,Al-Washm,?,out,Summer,0,2018,2018/2019,Active,Sell
156126,Al-Faisaly FC,Sultan Al-Deayea,25,Centre-Back,Al-Fateh SC,?,out,Summer,0,2018,2018/2019,Active,Sell
156127,Al-Faisaly FC,Fahd Mneef,24,Right-Back,Al-Qaisumah FC,?,out,Summer,0,2018,2018/2019,Active,Sell
156128,Al-Faisaly FC,Hatem Al-Jahani,21,Goalkeeper,Najran SC,?,out,Summer,0,2018,2018/2019,Active,Sell
156129,Al-Faisaly FC,Nader Al-Mowalad,25,Defensive Midfield,Al-Adalah FC,?,out,Summer,0,2018,2018/2019,Active,Sell
156130,Al-Faisaly FC,Fahad Muneef,24,Right-Back,Al-Orobah FC,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156131,Al-Faisaly FC,Mohamed Eid Al-Bishi,31,Centre-Back,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156132,Al-Faisaly FC,Ifeanyi Onyilo,27,Centre-Forward,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156133,Al-Faisaly FC,Saeed Al-Rubaie,24,Centre-Back,Al-Ahli SFC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156134,Al-Faisaly FC,Saleh Gomaa,24,Attacking Midfield,El Ahly,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156135,Al-Faisaly FC,Islam Seraj,29,Centre-Forward,Al-Ahli SFC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156136,Al-Faisaly FC,Mansour Hamzi,26,Second Striker,Al-Fateh SC,?,out,Summer,0,2018,2018/2019,Active,Sell
156137,Al-Fateh SC,Alkhaly Bangoura,22,Right Winger,ES Sahel,€691k,in,Summer,691000,2018,2018/2019,Active,Buy
156138,Al-Fateh SC,Ibrahim Al-Talhi,24,Left Midfield,Najran SC,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156139,Al-Fateh SC,Ahmed Al-Nazeri,25,Centre-Forward,Ittihad Club,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156140,Al-Fateh SC,Nzuzi Toko,27,Defensive Midfield,FC St. Gallen,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156141,Al-Fateh SC,Mohamed Namani,27,Centre-Back,CR Belouizdad,?,in,Summer,0,2018,2018/2019,Active,Buy
156142,Al-Fateh SC,Yassen Hamza,27,Centre-Back,Ittihad Club,?,in,Summer,0,2018,2018/2019,Active,Buy
156143,Al-Fateh SC,Ali Lajami,22,Centre-Back,Khaleej FC,?,in,Summer,0,2018,2018/2019,Active,Buy
156144,Al-Fateh SC,Sultan Al-Deayea,25,Centre-Back,Al-Faisaly FC,?,in,Summer,0,2018,2018/2019,Active,Buy
156145,Al-Fateh SC,Abdulaziz Al-Shereid,24,Central Midfield,Al-Taawoun FC,?,in,Summer,0,2018,2018/2019,Active,Buy
156146,Al-Fateh SC,Matías Aguirregaray,29,Right-Back,Club Tijuana,loan transfer,in,Summer,0,2018,2018/2019,Active,Loan
156147,Al-Fateh SC,Maksym Koval,25,Goalkeeper,Dynamo Kyiv,loan transfer,in,Summer,0,2018,2018/2019,Active,Loan
156148,Al-Fateh SC,Abdullah Al-Yousef,20,Left-Back,Al-Fateh SC,-,in,Summer,0,2018,2018/2019,Active,Promotion
156149,Al-Fateh SC,Habib Al-Wutaian,21,Goalkeeper,Al-Fateh SC,-,in,Summer,0,2018,2018/2019,Active,Promotion
156150,Al-Fateh SC,Nooh Al-Mousa,27,Central Midfield,Real Valladolid,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156151,Al-Fateh SC,Mansour Hamzi,26,Second Striker,Al-Faisaly FC,?,in,Summer,0,2018,2018/2019,Active,Buy
156152,Al-Fateh SC,Riad Sharahili,25,Defensive Midfield,Al-Tai FC,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156153,Al-Fateh SC,Abdullah Al-Oaisher,27,Goalkeeper,Al-Nassr FC,?,out,Summer,0,2018,2018/2019,Active,Sell
156154,Al-Fateh SC,Nooh Al-Mousa,27,Central Midfield,Al-Ahli SFC,?,out,Summer,0,2018,2018/2019,Active,Sell
156155,Al-Fateh SC,Ahmed Al-Nazeri,25,Centre-Forward,Ittihad Club,?,out,Summer,0,2018,2018/2019,Active,Sell
156156,Al-Fateh SC,Abdulah Al-Bilady,24,Centre-Forward,Al-Washm,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156157,Al-Fateh SC,Saith Sakala,22,Centre-Forward,Al-Nojoom FC,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156158,Al-Fateh SC,Ali Al-Zaqan,26,Right-Back,Ittihad Club,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156159,Al-Fateh SC,Lamjed Chehoudi,32,Second Striker,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156160,Al-Fateh SC,Mohamad Amman,29,Centre-Back,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156161,Al-Fateh SC,Mohamed Abdelshafi,32,Left-Back,Al-Ahli SFC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156162,Al-Fateh SC,Abdulaziz Majrashi,26,Right-Back,Al-Fayha FC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156163,Al-Fateh SC,Sandro Manoel,29,Defensive Midfield,Al-Taawoun FC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156164,Al-Fateh SC,Ahmed Sharahili,24,Centre-Back,Al-Hilal SFC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156165,Al-Fayha FC,Cristian Bonilla,25,Goalkeeper,Atl. Nacional,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156166,Al-Fayha FC,Naldo,28,Defensive Midfield,Ceará SC,?,in,Summer,0,2018,2018/2019,Active,Buy
156167,Al-Fayha FC,Ahmed Bamsaud,22,Left-Back,Al-Hilal SFC,?,in,Summer,0,2018,2018/2019,Active,Buy
156168,Al-Fayha FC,Majed Al-Najrani,25,Defensive Midfield,Al-Hilal SFC,loan transfer,in,Summer,0,2018,2018/2019,Active,Loan
156169,Al-Fayha FC,Abdulrahman Al-Yami,21,Centre-Forward,Al-Hilal SFC,loan transfer,in,Summer,0,2018,2018/2019,Active,Loan
156170,Al-Fayha FC,Naif Kireiri,20,Right-Back,Al-Hilal SFC,loan transfer,in,Summer,0,2018,2018/2019,Active,Loan
156171,Al-Fayha FC,Omar Al-Oudah,19,Right-Back,Al-Hilal SFC,loan transfer,in,Summer,0,2018,2018/2019,Active,Loan
156172,Al-Fayha FC,Mokher Al-Rashidi,19,Right-Back,Al-Fayha FC,-,in,Summer,0,2018,2018/2019,Active,Promotion
156173,Al-Fayha FC,Mohammed Al-Meniqash,27,Centre-Forward,Al-Orobah FC,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156174,Al-Fayha FC,Abdulaziz Majrashi,26,Right-Back,Al-Fateh SC,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156175,Al-Fayha FC,Talal Majrashi,27,Right Winger,Al-Ettifaq FC,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156176,Al-Fayha FC,Hassan Muath,32,Right-Back,Al-Shabab FC,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156177,Al-Fayha FC,Abdulmajeed Abdullah Al-Ruwaili,31,Central Midfield,Al-Taawoun FC,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156178,Al-Fayha FC,Abdulqaddous Attieh,21,Goalkeeper,Al-Wehda FC,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156179,Al-Fayha FC,Emilio Izaguirre,32,Left-Back,Celtic,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156180,Al-Fayha FC,Mohammed Al-Meniqash,27,Centre-Forward,Abha Club,?,out,Summer,0,2018,2018/2019,Active,Sell
156181,Al-Fayha FC,Abdulrahman Dagriri,28,Goalkeeper,Al-Hazem SC,?,out,Summer,0,2018,2018/2019,Active,Sell
156182,Al-Fayha FC,Hassan Muath,32,Right-Back,Ittihad Club,?,out,Summer,0,2018,2018/2019,Active,Sell
156183,Al-Fayha FC,Abdulaziz Majrashi,27,Right-Back,Al-Kawkab,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156184,Al-Fayha FC,Mutaz Tmbacti,24,Defensive Midfield,Ohod Club,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156185,Al-Fayha FC,Abdulaziz Al-Mansour,28,Left-Back,Al-Ain FC,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156186,Al-Fayha FC,Muteb Al-Najrani,27,Second Striker,Al-Kawkab,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156187,Al-Fayha FC,Faiz Al-Sobea,35,Goalkeeper,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156188,Al-Fayha FC,Abdulelah Al-Fahad,26,Central Midfield,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156189,Al-Fayha FC,Abdulmajeed Abdullah Al-Ruwaili,31,Central Midfield,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156190,Al-Fayha FC,Mohammed Al-Baqawi,22,Right-Back,Al-Hilal SFC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156191,Al-Fayha FC,Ahmad Al-Zain,26,Right Winger,Al-Ahli SFC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156192,Al-Fayha FC,Fahad Al-Johani,26,Centre-Forward,Al-Qadsiah FC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156193,Al-Fayha FC,Abdulaziz Majrashi,22,Defensive Midfield,Al-Ettifaq FC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156194,Al-Fayha FC,Ahmed Bamsaud,22,Left-Back,Al-Hilal SFC,"End of loanJun 30, 2018",out,Summer,0,2018,2018/2019,Active,Loan
156195,Al-Hazem SC,Carlos Feraud,27,Defensive Midfield,CD Macará,€1.00m,in,Summer,1000000,2018,2018/2019,Active,Buy
156196,Al-Hazem SC,Gilbert Álvarez,26,Centre-Forward,Wilstermann,€390k,in,Summer,390000,2018,2018/2019,Active,Buy
156197,Al-Hazem SC,Malik Asselah,31,Goalkeeper,JS Kabylie,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156198,Al-Hazem SC,Abdulwahab Jafar,24,Right Winger,Al-Shabab FC,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156199,Al-Hazem SC,Youssef Kalfa,25,Left Winger,Emirates Club,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156200,Al-Hazem SC,Jhon Fredy Pajoy,29,Left Winger,Pachuca,?,in,Summer,0,2018,2018/2019,Active,Buy
156201,Al-Hazem SC,Maher Al-Mutairi,19,Midfield,Unknown,?,in,Summer,0,2018,2018/2019,Active,Buy
156202,Al-Hazem SC,Faris Al-Ayaf,26,Central Midfield,Al-Raed SFC,?,in,Summer,0,2018,2018/2019,Active,Buy
156203,Al-Hazem SC,Fagner Alemão,27,Centre-Back,Avaí FC,?,in,Summer,0,2018,2018/2019,Active,Buy
156204,Al-Hazem SC,Muralha,25,Attacking Midfield,Seongnam FC,?,in,Summer,0,2018,2018/2019,Active,Buy
156205,Al-Hazem SC,Abdulrahman Dagriri,28,Goalkeeper,Al-Fayha FC,?,in,Summer,0,2018,2018/2019,Active,Buy
156206,Al-Hazem SC,Mujahid Al-Manee,22,Centre-Forward,Al-Hilal SFC,loan transfer,in,Summer,0,2018,2018/2019,Active,Loan
156207,Al-Hazem SC,Abdulrahman Al-Rio,24,Left-Back,Ittihad Club,loan transfer,in,Summer,0,2018,2018/2019,Active,Loan
156208,Al-Hazem SC,Fawaz Al-Khaibari,26,Goalkeeper,Unknown,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156209,Al-Hazem SC,Pato,26,Centre-Forward,Al-Orobah FC,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156210,Al-Hazem SC,Saeed Al-Qarni,29,Right Midfield,Al-Ain FC,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156211,Al-Hazem SC,Moaid Al-Telihi,25,Attacking Midfield,Al-Kholood,?,out,Summer,0,2018,2018/2019,Active,Sell
156212,Al-Hazem SC,Khaled Al-Lazam,19,Attack,CA Bizertin,?,out,Summer,0,2018,2018/2019,Active,Sell
156213,Al-Hazem SC,Sultan Al-Nemri,32,Left Midfield,Al-Arabi SC,?,out,Summer,0,2018,2018/2019,Active,Sell
156214,Al-Hazem SC,Bouazza Feham,32,Attacking Midfield,MC Oran,?,out,Summer,0,2018,2018/2019,Active,Sell
156215,Al-Hazem SC,Saeed Mustafa,32,Defensive Midfield,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156216,Al-Hazem SC,Abdulaziz Al-Ruwdan,0,Goalkeeper,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156217,Al-Hazem SC,Abdullah Al Haider,33,Midfield,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156218,Al-Hazem SC,Abdulaziz Al-Marzouki,31,Goalkeeper,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156219,Al-Hazem SC,Abdullah Gazi,33,Defence,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156220,Al-Hazem SC,Shabib Al-Dosari,0,Defence,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156221,Al-Hazem SC,Moussa Haqawi,0,Midfield,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156222,Al-Hazem SC,Hussein Moath,0,Attack,Without Club,-,out,Summer,0,2018,2018/2019,Active,Termination of the contract
156223,Al-Hilal SFC,Bafétimbi Gomis,33,Centre-Forward,Galatasaray,€6.00m,in,Summer,6000000,2018,2018/2019,Active,Buy
156224,Al-Hilal SFC,André Carrillo,27,Right Winger,Benfica,Loan fee:€4.00m,in,Summer,4000000,2018,2018/2019,Active,Buy
156225,Al-Hilal SFC,Alberto Botía,29,Centre-Back,Olympiacos,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156226,Al-Hilal SFC,Omar Abdulrahman,26,Attacking Midfield,Al-Ain FC,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156227,Al-Hilal SFC,Nasser Al-Dawsari,19,Central Midfield,Al-Hilal SFC,-,in,Summer,0,2018,2018/2019,Active,Promotion
156228,Al-Hilal SFC,Meshary Al-Qahtani,21,Central Midfield,Al-Hilal SFC,-,in,Summer,0,2018,2018/2019,Active,Promotion
156229,Al-Hilal SFC,Fahad Al-Rashidi,21,Right Winger,Al-Hilal SFC,-,in,Summer,0,2018,2018/2019,Active,Promotion
156230,Al-Hilal SFC,Ahmed Sharahili,24,Centre-Back,Al-Fateh SC,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156231,Al-Hilal SFC,Omar Khribin,25,Centre-Forward,Pyramids FC,"End of loanJun 30, 2019",in,Summer,0,2018,2018/2019,Active,Loan
156232,Al-Hilal SFC,Léo Bonatini,24,Centre-Forward,Wolves,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156233,Al-Hilal SFC,Salem Al-Dawsari,26,Left Winger,Villarreal,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156234,Al-Hilal SFC,Mohammed Al-Baqawi,22,Right-Back,Al-Fayha FC,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156235,Al-Hilal SFC,Ezequiel Cerutti,27,Right Winger,Independiente,"End of loanJun 30, 2019",in,Summer,0,2018,2018/2019,Active,Loan
156236,Al-Hilal SFC,Ahmed Bamsaud,22,Left-Back,Al-Fayha FC,"End of loanJun 30, 2018",in,Summer,0,2018,2018/2019,Active,Loan
156237,Al-Hilal SFC,Léo Bonatini,24,Centre-Forward,Wolves,€4.00m,out,Summer,4000000,2018,2018/2019,Active,Sell
156238,Al-Hilal SFC,Ezequiel Cerutti,26,Right Winger,Independiente,Loan fee:€430k,out,Summer,430000,2018,2018/2019,Active,Loan
156239,Al-Hilal SFC,Nicolás Milesi,25,Central Midfield,Al-Dhafra FC,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156240,Al-Hilal SFC,Osama Hawsawi,34,Centre-Back,Al-Wehda FC,free transfer,out,Summer,0,2018,2018/2019,Active,free transfer
156241,Al-Hilal SFC,Achraf Bencharki,23,Left Winger,Lens,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156242,Al-Hilal SFC,Ahmed Bamsaud,22,Left-Back,Al-Fayha FC,?,out,Summer,0,2018,2018/2019,Active,Sell
156243,Al-Hilal SFC,Faisal Darwish,26,Right-Back,Al-Wehda FC,?,out,Summer,0,2018,2018/2019,Active,Sell
156244,Al-Hilal SFC,Abdullah Al-Zoari,30,Centre-Back,Al-Wehda FC,?,out,Summer,0,2018,2018/2019,Active,Sell
156245,Al-Hilal SFC,Majed Al-Najrani,25,Defensive Midfield,Al-Fayha FC,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156246,Al-Hilal SFC,Meshary Al-Qahtani,21,Central Midfield,Al-Tai FC,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156247,Al-Hilal SFC,Anas Zabbani,21,Centre-Back,Al-Batin FC,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156248,Al-Hilal SFC,Abdulrahman Al-Yami,21,Centre-Forward,Al-Fayha FC,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156249,Al-Hilal SFC,Mujahid Al-Manee,22,Centre-Forward,Al-Hazem SC,loan transfer,out,Summer,0,2018,2018/2019,Active,Loan
156250,Al-Hilal SFC,Yasser Al-Qahtani,35,Centre-Forward,Retired,-,out,Summer,0,2018,2018/2019,Retired,Retired
156251,Ittihad Club,Romarinho,27,Centre-Forward,Al-Jazira,€7.00m,in,Summer,7000000,2018,2018/2019,Active,Buy
156252,Ittihad Club,Aleksandar Pesic,26,Centre-Forward,Red Star,€4.20m,in,Summer,4200000,2018,2018/2019,Active,Buy
156253,Ittihad Club,Thiago Carleto,29,Left-Back,Athletico-PR,€2.30m,in,Summer,2300000,2018,2018/2019,Active,Buy
156254,Ittihad Club,Jonas,26,Defensive Midfield,Flamengo,€2.00m,in,Summer,2000000,2018,2018/2019,Active,Buy
156255,Ittihad Club,Matthew Jurman,28,Centre-Back,Suwon Bluewings,€500k,in,Summer,500000,2018,2018/2019,Active,Buy
156256,Ittihad Club,Karim El Ahmadi,33,Defensive Midfield,Feyenoord,free transfer,in,Summer,0,2018,2018/2019,Active,free transfer
156257,Ittihad Club,Hassan Muath,32,Right-Back,Al-Fayha FC,?,in,Summer,0,2018,2018/2019,Active,Buy
156258,Ittihad Club,Ahmed Al-Nazeri,25,Centre-Forward,Al-Fateh SC,?,in,Summer,0,2018,2018/2019,Active,Buy
156259,Ittihad Club,Ali Al-Zaqan,26,Right-Back,Al-Fateh SC,loan transfer,in,Summer,0,2018,2018/2019,Active,Loan
156260,Ittihad Club,Mansour Al-Harbi,30,Left-Back,Without Club,-,in,Summer,0,2018,2018/2019,Active,Termination of the contract
156261,Ittihad Club,Saud Abdulhamid,18,Right-Back,Ittihad Club,-,in,Summer,0,2018,2018/2019,Active,Promotion
