operation_id,club_name,player_name,age,position,club_involved_name,tranfer_details,transfer_movement,transfer_period,fee,year,season,player_status,TRANSFER_TYPE
151526,Al-Hilal SFC,Khaled Aziz,18,Defensive Midfield,Unknown,?,in,Summer,0,2000,2000/2001,Active,Buy
151527,Al-Hilal SFC,Sami Al-Jaber,27,Centre-Forward,Wolves,loan transfer,out,Summer,0,2000,2000/2001,Active,Loan
151528,Al-Hilal SFC,Fahad Al-Ghesheyan,26,Right Winger,Al-Nassr FC,-,out,Summer,0,2000,2000/2001,Active,Promotion
151529,Al-Hilal SFC,Saleh Al-Salloumi,37,Goalkeeper,Retired,-,out,Summer,0,2000,2000/2001,Retired,Retired
151530,Al-Hilal SFC,Elijah Litana,29,Centre-Back,Retired,-,out,Summer,0,2000,2000/2001,Retired,Retired
151531,Ittihad Club,Marzouq Al-Otaibi,24,Centre-Forward,Al-Shabab FC,€2.00m,in,Summer,2000000,2000,2000/2001,Active,Buy
151532,Ittihad Club,Khalid Massad,28,Attacking Midfield,Al-Ahli SFC,free transfer,in,Summer,0,2000,2000/2001,Active,free transfer
151533,Ittihad Club,Ivan Malimon,21,Centre-Forward,Edessaikos,free transfer,in,Summer,0,2000,2000/2001,Active,free transfer
151534,Ittihad Club,Manaf Abushgeer,20,Left Midfield,Ittihad Club,-,in,Summer,0,2000,2000/2001,Active,Promotion
151535,Ittihad Club,Darci,31,Left Winger,Antalyaspor,?,out,Summer,0,2000,2000/2001,Active,Sell
151536,Ittihad Club,Macros Pereira,26,Attack,Seongnam Ilhwa,?,out,Summer,0,2000,2000/2001,Active,Sell
151537,Ittihad Club,Roberto Donadoni,36,Right Midfield,Retired,-,out,Summer,0,2000,2000/2001,Retired,Retired
151538,Al-Nassr FC,Saad Al-Shehri,20,Midfield,Al-Ettifaq FC,?,in,Summer,0,2000,2000/2001,Active,Buy
151539,Al-Nassr FC,Fahad Al-Ghesheyan,26,Right Winger,Al-Hilal SFC,-,in,Summer,0,2000,2000/2001,Active,Promotion
151540,Al-Nassr FC,Ahmed Bahja,29,Centre-Forward,Al-Ahli SFC,?,out,Summer,0,2000,2000/2001,Active,Sell
151541,Al-Nassr FC,Fahad Al Bishi,34,Midfield,Retired,-,out,Summer,0,2000,2000/2001,Retired,Retired
151542,Al-Nassr FC,Milson,22,Centre-Forward,Botafogo,"End of loanJun 30, 2000",out,Summer,0,2000,2000/2001,Active,Loan
151543,Al-Shabab FC,Mustapha Bidoudane,24,Centre-Forward,FUS Rabat,?,in,Summer,0,2000,2000/2001,Active,Buy
151544,Al-Shabab FC,Redha Tukar,24,Centre-Back,Ohod Club,?,in,Summer,0,2000,2000/2001,Active,Buy
151545,Al-Shabab FC,Marzouq Al-Otaibi,24,Centre-Forward,Ittihad Club,€2.00m,out,Summer,2000000,2000,2000/2001,Active,Sell
151546,Al-Ahli SFC,Mohammed Husain Bahzad,20,Centre-Back,Al-Najma,?,in,Summer,0,2000,2000/2001,Active,Buy
151547,Al-Ahli SFC,Naif Al-Qadi,21,Centre-Back,Unknown,?,in,Summer,0,2000,2000/2001,Active,Buy
151548,Al-Ahli SFC,Waleed Al-Gizani,19,Centre-Forward,Al-Ahli SFC,-,in,Summer,0,2000,2000/2001,Active,Promotion
151549,Al-Ahli SFC,Khalid Massad,28,Attacking Midfield,Ittihad Club,free transfer,out,Summer,0,2000,2000/2001,Active,free transfer
151550,Al-Ettifaq FC,Saad Al-Shehri,20,Midfield,Al-Nassr FC,?,out,Summer,0,2000,2000/2001,Active,Sell
151551,Al-Qadsiah FC,Saud Kariri,19,Defensive Midfield,Unknown,?,in,Summer,0,2000,2000/2001,Active,Buy
151552,Al-Qadsiah FC,Yasser Al-Qahtani,17,Centre-Forward,Al-Qadsiah FC,-,in,Summer,0,2000,2000/2001,Active,Promotion
151553,Al-Riyadh SC,Moussa N'Daw,31,Centre-Forward,Retired,-,out,Summer,0,2000,2000/2001,Retired,Retired
151554,Al-Wehda FC,Hassen Ghoula,31,Centre-Back,CR Béni Thour,?,in,Summer,0,2000,2000/2001,Active,Buy
151555,Al-Wehda FC,Nei Bala,22,Centre-Forward,Al-Ain FC,?,in,Summer,0,2000,2000/2001,Active,Buy
151556,Al-Wehda FC,Tarek Hadj Adlane,34,Centre-Forward,USM Alger,free transfer,out,Summer,0,2000,2000/2001,Active,free transfer
151557,Al-Wehda FC,Ernest Mtawali,31,Defensive Midfield,Orlando Pirates,?,out,Summer,0,2000,2000/2001,Active,Sell
151558,Al-Hilal SFC,Túlio,24,Defensive Midfield,Goiás,free transfer,in,Winter,0,2000,2000/2001,Active,free transfer
151559,Al-Hilal SFC,Abdullah Sulaiman Zubromawi,27,Centre-Back,Al-Ahli SFC,?,in,Winter,0,2000,2000/2001,Active,Buy
151560,Al-Hilal SFC,Christopher Wreh,25,Centre-Forward,Arsenal,?,in,Winter,0,2000,2000/2001,Active,Buy
151561,Al-Hilal SFC,Roni,23,Centre-Forward,Fluminense,loan transfer,in,Winter,0,2000,2000/2001,Active,Loan
151562,Al-Hilal SFC,Sami Al-Jaber,28,Centre-Forward,Wolves,"End of loanJan 30, 2001",in,Winter,0,2000,2000/2001,Active,Loan
151563,Ittihad Club,Mabrouk Zaid,21,Goalkeeper,Al-Riyadh SC,free transfer,in,Winter,0,2000,2000/2001,Active,free transfer
151564,Ittihad Club,Michele Gelsi,32,Central Midfield,Ravenna,?,in,Winter,0,2000,2000/2001,Active,Buy
151565,Ittihad Club,Marcelo Gómez,30,Defensive Midfield,Gimnasia,?,in,Winter,0,2000,2000/2001,Active,Buy
151566,Ittihad Club,Dalian Atkinson,32,Centre-Forward,Daejeon Citizen,Loan fee:€19k,out,Winter,19000,2000,2000/2001,Active,Loan
151567,Ittihad Club,Ivan Malimon,22,Centre-Forward,Unknown,free transfer,out,Winter,0,2000,2000/2001,Active,free transfer
151568,Ittihad Club,Gerson,28,Centre-Forward,Antalyaspor,?,out,Winter,0,2000,2000/2001,Active,Sell
151569,Al-Nassr FC,Mehdi Ben Slimane,27,Right Winger,SC Freiburg,loan transfer,in,Winter,0,2000,2000/2001,Active,Loan
151570,Al-Shabab FC,Baba Adamu,21,Centre-Forward,Chernomorets N.,€50k,out,Winter,50000,2000,2000/2001,Active,Sell
151571,Al-Ahli SFC,Maher Kanzari,27,Attacking Midfield,Esperance,?,in,Winter,0,2000,2000/2001,Active,Buy
151572,Al-Ahli SFC,Abdullah Sulaiman Zubromawi,27,Centre-Back,Al-Hilal SFC,?,out,Winter,0,2000,2000/2001,Active,Sell
151573,Al-Ettifaq FC,Faraj Laheeb,22,Centre-Forward,Kuwait SC,"End of loanDec 31, 2000",out,Winter,0,2000,2000/2001,Active,Loan
151574,Al-Riyadh SC,Mabrouk Zaid,21,Goalkeeper,Ittihad Club,free transfer,out,Winter,0,2000,2000/2001,Active,free transfer
151575,Al-Wehda FC,Nei Bala,22,Centre-Forward,Nacional-SP,?,out,Winter,0,2000,2000/2001,Active,Sell
151576,Al-Hilal SFC,Edmilson,33,Attack,SC Braga,?,in,Summer,0,2001,2001/2002,Active,Buy
151577,Al-Hilal SFC,Khamis Al-Owairan,27,Defensive Midfield,Ittihad Club,?,out,Summer,0,2001,2001/2002,Active,Sell
151578,Al-Hilal SFC,Christopher Wreh,26,Centre-Forward,St. Mirren,?,out,Summer,0,2001,2001/2002,Active,Sell
151579,Al-Hilal SFC,Serginho,27,Centre-Forward,Ittihad Club,?,out,Summer,0,2001,2001/2002,Active,Sell
151580,Al-Hilal SFC,Khalid Al-Temawi,33,Central Midfield,Retired,-,out,Summer,0,2001,2001/2002,Retired,Retired
151581,Al-Hilal SFC,Roni,24,Centre-Forward,Fluminense,"End of loanJun 30, 2001",out,Summer,0,2001,2001/2002,Active,Loan
151582,Ittihad Club,Dario Baccin,24,Right-Back,Napoli,?,in,Summer,0,2001,2001/2002,Active,Buy
151583,Ittihad Club,Khamis Al-Owairan,27,Defensive Midfield,Al-Hilal SFC,?,in,Summer,0,2001,2001/2002,Active,Buy
151584,Ittihad Club,Serginho,27,Centre-Forward,Al-Hilal SFC,?,in,Summer,0,2001,2001/2002,Active,Buy
151585,Ittihad Club,Hamad Al Montashari,19,Centre-Back,Ittihad Club,-,in,Summer,0,2001,2001/2002,Active,Promotion
151586,Ittihad Club,Osama Al Harbi,17,Centre-Back,Ittihad Club,-,in,Summer,0,2001,2001/2002,Active,Promotion
151587,Ittihad Club,Dalian Atkinson,33,Centre-Forward,Daejeon Citizen,"End of loanJun 30, 2001",in,Summer,0,2001,2001/2002,Active,Loan
151588,Ittihad Club,Akwá,24,Centre-Forward,Al-Wakrah SC,free transfer,out,Summer,0,2001,2001/2002,Active,free transfer
151589,Ittihad Club,Mutiu Adepoju,30,Central Midfield,UD Salamanca,?,out,Summer,0,2001,2001/2002,Active,Sell
151590,Ittihad Club,Michele Gelsi,32,Central Midfield,AS Livorno,?,out,Summer,0,2001,2001/2002,Active,Sell
151591,Ittihad Club,Marcelo Gómez,30,Defensive Midfield,Huracán,?,out,Summer,0,2001,2001/2002,Active,Sell
151592,Ittihad Club,Dalian Atkinson,33,Centre-Forward,Daejeon Citizen,?,out,Summer,0,2001,2001/2002,Active,Sell
151593,Al-Nassr FC,Julio César Baldivieso,29,Attacking Midfield,Cobreloa,?,in,Summer,0,2001,2001/2002,Active,Buy
151594,Al-Nassr FC,Fahad Al-Ghesheyan,27,Right Winger,Unknown,?,out,Summer,0,2001,2001/2002,Active,Sell
151595,Al-Nassr FC,Fuad Anwar Amin,28,Central Midfield,Retired,-,out,Summer,0,2001,2001/2002,Retired,Retired
151596,Al-Nassr FC,Mehdi Ben Slimane,27,Right Winger,SC Freiburg,"End of loanJun 30, 2001",out,Summer,0,2001,2001/2002,Active,Loan
151597,Al-Ahli SFC,Saad Al-Dosari,23,Attacking Midfield,Al-Riyadh SC,?,in,Summer,0,2001,2001/2002,Active,Buy
151598,Al-Ahli SFC,Abdullah Al-Waked,26,Central Midfield,Al-Shabab FC,loan transfer,in,Summer,0,2001,2001/2002,Active,Loan
151599,Al-Ahli SFC,Reda Seeka,28,Centre-Back,Zamalek,loan transfer,in,Summer,0,2001,2001/2002,Active,Loan
151600,Al-Ahli SFC,Mahamadou Sidibé,22,Goalkeeper,Athinaikos,free transfer,out,Summer,0,2001,2001/2002,Active,free transfer
151601,Al-Ahli SFC,Ali Dhawi,17,Second Striker,Najran SC,free transfer,out,Summer,0,2001,2001/2002,Active,free transfer
151602,Al-Ahli SFC,Maher Kanzari,28,Attacking Midfield,Al-Nasr SC,?,out,Summer,0,2001,2001/2002,Active,Sell
151603,Al-Ahli SFC,Raúl Gordillo,26,Central Midfield,América,"End of loanJun 30, 2001",out,Summer,0,2001,2001/2002,Active,Loan
151604,Al-Shabab FC,Mustapha Bidoudane,25,Centre-Forward,FUS Rabat,?,out,Summer,0,2001,2001/2002,Active,Sell
151605,Al-Shabab FC,Abdullah Al-Waked,26,Central Midfield,Al-Ahli SFC,loan transfer,out,Summer,0,2001,2001/2002,Active,Loan
151606,Al-Shabab FC,Saeed Al-Owairan,33,Centre-Forward,Retired,-,out,Summer,0,2001,2001/2002,Retired,Retired
151607,Al-Wehda FC,Hassen Ghoula,32,Centre-Back,CR Béni Thour,free transfer,out,Summer,0,2001,2001/2002,Active,free transfer
151608,Al-Ettifaq FC,Abdulrahman Al-Qahtani,18,Left Midfield,Unknown,?,in,Summer,0,2001,2001/2002,Active,Buy
151609,Al-Riyadh SC,Khalid Radhi,20,Goalkeeper,Unknown,?,in,Summer,0,2001,2001/2002,Active,Buy
151610,Al-Riyadh SC,Saad Al-Dosari,23,Attacking Midfield,Al-Ahli SFC,?,out,Summer,0,2001,2001/2002,Active,Sell
151611,Al-Hilal SFC,Faisal Abuthnain,31,Defensive Midfield,Retired,-,out,Winter,0,2001,2001/2002,Retired,Retired
151612,Al-Nassr FC,Amadou Fadel Keita,24,Centre-Forward,C. Rizespor,free transfer,in,Winter,0,2001,2001/2002,Active,free transfer
151613,Al-Nassr FC,Jorge Delgado,26,Centre-Forward,CD Numancia,?,in,Winter,0,2001,2001/2002,Active,Buy
151614,Al-Ahli SFC,Reda Seeka,29,Centre-Back,Zamalek,"End of loanDec 31, 2001",out,Winter,0,2001,2001/2002,Active,Loan
151615,Al-Shabab FC,Mirdzhalol Kasymov,31,Attacking Midfield,KS Samara,?,in,Winter,0,2001,2001/2002,Active,Buy
151616,Al-Ettifaq FC,Samir Kamouna,29,Sweeper,Bursaspor,?,in,Winter,0,2001,2001/2002,Active,Buy
151617,Al-Hilal SFC,Sultan Al-Bargan,19,Defensive Midfield,Al-Hilal SFC,-,in,Summer,0,2002,2002/2003,Active,Promotion
151618,Al-Hilal SFC,Edmilson,34,Attack,Jeonbuk Hyundai,?,out,Summer,0,2002,2002/2003,Active,Sell
151619,Al-Hilal SFC,Andrey Kanchelskis,34,Right Midfield,Without Club,-,out,Summer,0,2002,2002/2003,Active,Termination of the contract
151620,Ittihad Club,Hamad Al-Eissa,20,Centre-Back,Al-Nassr FC,?,in,Summer,0,2002,2002/2003,Active,Buy
151621,Ittihad Club,Bebeto,38,Centre-Forward,Vasco da Gama,?,in,Summer,0,2002,2002/2003,Active,Buy
151622,Ittihad Club,Bebeto,38,Centre-Forward,Without Club,-,out,Summer,0,2002,2002/2003,Active,Termination of the contract
151623,Ittihad Club,Tijani Babangida,29,Right Winger,Ajax,"End of loanMay 1, 2003",out,Summer,0,2002,2002/2003,Active,Loan
151624,Al-Shabab FC,Abdoh Otayf,18,Attacking Midfield,Al-Shabab FC,-,in,Summer,0,2002,2002/2003,Active,Promotion
151625,Al-Shabab FC,Ahmed Ibrahim Otayf,19,Central Midfield,Al-Shabab FC,-,in,Summer,0,2002,2002/2003,Active,Promotion
151626,Al-Shabab FC,Abdullah Al-Dosari,19,Midfield,Al-Shabab FC,-,in,Summer,0,2002,2002/2003,Active,Promotion
151627,Al-Ahli SFC,Mohamed Barakat,25,Right Winger,Ismaily,free transfer,in,Summer,0,2002,2002/2003,Active,free transfer
151628,Al-Ahli SFC,Mamadou Diallo,31,Centre-Forward,MetroStars,?,in,Summer,0,2002,2002/2003,Active,Buy
151629,Al-Ahli SFC,Khaled Badra,29,Centre-Back,Esperance,loan transfer,in,Summer,0,2002,2002/2003,Active,Loan
151630,Al-Ahli SFC,Obeid Al-Dosari,26,Centre-Forward,Retired,-,out,Summer,0,2002,2002/2003,Retired,Retired
151631,Al-Qadsiah FC,Ahmed Khalil Al-Khaldi,31,Goalkeeper,Al-Qadsiah FC,-,in,Summer,0,2002,2002/2003,Active,Promotion
151632,Al-Nassr FC,Paulo Nunes,30,Second Striker,SE Gama,?,in,Summer,0,2002,2002/2003,Active,Buy
151633,Al-Nassr FC,Amadou Fadel Keita,24,Centre-Forward,Africa Sports,free transfer,out,Summer,0,2002,2002/2003,Active,free transfer
151634,Al-Nassr FC,Hamad Al-Eissa,20,Centre-Back,Ittihad Club,?,out,Summer,0,2002,2002/2003,Active,Sell
151635,Al-Nassr FC,Jorge Delgado,26,Centre-Forward,Wanderers,?,out,Summer,0,2002,2002/2003,Active,Sell
151636,Al-Nassr FC,Fahad Al-Mehallel,31,Centre-Forward,Unknown,?,out,Summer,0,2002,2002/2003,Active,Sell
151637,Al-Nassr FC,Ibrahim Al-Shokia,27,Defence,Al-Faisaly FC,?,out,Summer,0,2002,2002/2003,Active,Sell
151638,Al-Ettifaq FC,Saleh Bashir,20,Centre-Forward,Own Youth,?,in,Summer,0,2002,2002/2003,Active,Buy
151639,Al-Ettifaq FC,Samir Kamouna,30,Sweeper,El Ahly,?,out,Summer,0,2002,2002/2003,Active,Sell
151640,Al-Riyadh SC,Schwenck,23,Centre-Forward,CFZ-DF,free transfer,in,Summer,0,2002,2002/2003,Active,free transfer
151641,Al-Hilal SFC,Abdulaziz Al-Khathran,29,Defensive Midfield,Al-Shabab FC,€170k,in,Winter,170000,2002,2002/2003,Active,Buy
151642,Al-Hilal SFC,Andrey Kanchelskis,34,Right Midfield,Southampton,free transfer,in,Winter,0,2002,2002/2003,Active,free transfer
151643,Al-Hilal SFC,Leandro Avíla,31,Defensive Midfield,Internacional,?,in,Winter,0,2002,2002/2003,Active,Buy
151644,Al-Hilal SFC,Túlio,26,Defensive Midfield,Goiás,free transfer,out,Winter,0,2002,2002/2003,Active,free transfer
151645,Ittihad Club,Guilherme Alves,28,Centre-Forward,Corinthians,€1.10m,in,Winter,1100000,2002,2002/2003,Active,Buy
151646,Ittihad Club,Titi Camara,30,Centre-Forward,West Ham,loan transfer,in,Winter,0,2002,2002/2003,Active,Loan
151647,Ittihad Club,Chikelue Iloenyosi,24,Defence,C. Rizespor,?,in,Winter,0,2002,2002/2003,Active,Buy
151648,Ittihad Club,Tijani Babangida,29,Right Winger,Ajax,loan transfer,in,Winter,0,2002,2002/2003,Active,Loan
151649,Ittihad Club,Dario Baccin,26,Right-Back,Taranto,?,out,Winter,0,2002,2002/2003,Active,Sell
151650,Al-Shabab FC,Abdulaziz Al-Khathran,29,Defensive Midfield,Al-Hilal SFC,€170k,out,Winter,170000,2002,2002/2003,Active,Sell
151651,Al-Shabab FC,Mirdzhalol Kasymov,32,Attacking Midfield,Pakhtakor,?,out,Winter,0,2002,2002/2003,Active,Sell
151652,Al-Ahli SFC,Mamadou Diallo,31,Centre-Forward,IFK Göteborg,free transfer,out,Winter,0,2002,2002/2003,Active,free transfer
151653,Al-Ahli SFC,Mohammed Husain Bahzad,22,Centre-Back,Kazma SC,?,out,Winter,0,2002,2002/2003,Active,Sell
151654,Al-Qadsiah FC,Alex Pinho,30,Defence,Sport Recife,?,in,Winter,0,2002,2002/2003,Active,Buy
151655,Al-Nassr FC,Carlos Tenorio,23,Centre-Forward,LDU Quito,loan transfer,in,Winter,0,2002,2002/2003,Active,Loan
151656,Al-Nassr FC,Paulo Nunes,31,Second Striker,Mogi Mirim,?,out,Winter,0,2002,2002/2003,Active,Sell
151657,Al-Nassr FC,Julio César Baldivieso,31,Attacking Midfield,Aurora,?,out,Winter,0,2002,2002/2003,Active,Sell
151658,Al-Riyadh SC,Schwenck,23,Centre-Forward,América-RJ,free transfer,out,Winter,0,2002,2002/2003,Active,free transfer
151659,Al-Riyadh SC,Oumar Traoré,27,Midfield,Unknown,?,out,Winter,0,2002,2002/2003,Active,Sell
151660,Ittihad Club,Mesfr Al Kahtani,19,Defence,Unknown,free transfer,in,Summer,0,2003,2003/2004,Active,free transfer
151661,Ittihad Club,Redha Tukar,27,Centre-Back,Al-Shabab FC,free transfer,in,Summer,0,2003,2003/2004,Active,free transfer
151662,Ittihad Club,Salah Iddine Khlifi,24,Midfield,Xamax,?,in,Summer,0,2003,2003/2004,Active,Buy
151663,Ittihad Club,Tcheco,27,Central Midfield,Coritiba FC,?,in,Summer,0,2003,2003/2004,Active,Buy
151664,Ittihad Club,Abdullah Al-Waked,27,Central Midfield,Al-Shabab FC,?,in,Summer,0,2003,2003/2004,Active,Buy
151665,Ittihad Club,Dimba,29,Centre-Forward,Goiás,?,in,Summer,0,2003,2003/2004,Active,Buy
151666,Ittihad Club,Chikelue Iloenyosi,24,Defence,Asteras Tripoli,free transfer,out,Summer,0,2003,2003/2004,Active,free transfer
151667,Ittihad Club,Guilherme Alves,29,Centre-Forward,Cruzeiro,free transfer,out,Summer,0,2003,2003/2004,Active,free transfer
151668,Ittihad Club,Mohammed Al-Khilaiwi,31,Centre-Back,Al-Ahli SFC,?,out,Summer,0,2003,2003/2004,Active,Sell
151669,Ittihad Club,Titi Camara,30,Centre-Forward,West Ham,"End of loanJun 30, 2003",out,Summer,0,2003,2003/2004,Active,Loan
151670,Al-Ettifaq FC,José Soares,27,Centre-Back,Schweinfurt 05,free transfer,in,Summer,0,2003,2003/2004,Active,free transfer
151671,Al-Ettifaq FC,Arílson,30,Attacking Midfield,Avaí FC,?,in,Summer,0,2003,2003/2004,Active,Buy
151672,Al-Ettifaq FC,Ali Al-Fuheid,0,Midfield,Unknown,?,out,Summer,0,2003,2003/2004,Active,Sell
151673,Al-Ahli SFC,Kim,23,Centre-Forward,Atlético-MG,€500k,in,Summer,500000,2003,2003/2004,Active,Buy
151674,Al-Ahli SFC,Mohammed Al-Khilaiwi,31,Centre-Back,Ittihad Club,?,in,Summer,0,2003,2003/2004,Active,Buy
151675,Al-Ahli SFC,Bouchaib El Moubarki,25,Right Winger,Al-Sadd SC,?,in,Summer,0,2003,2003/2004,Active,Buy
151676,Al-Ahli SFC,Taiseer Al-Jassam,18,Central Midfield,Al-Ahli SFC,-,in,Summer,0,2003,2003/2004,Active,Promotion
151677,Al-Ahli SFC,Safwan Al-Muwallid,19,Second Striker,Al-Ahli SFC,-,in,Summer,0,2003,2003/2004,Active,Promotion
151678,Al-Ahli SFC,Mohamed Barakat,26,Right Winger,Al-Arabi SC,free transfer,out,Summer,0,2003,2003/2004,Active,free transfer
151679,Al-Ahli SFC,Saad Al-Dosari,25,Attacking Midfield,Al-Hilal SFC,?,out,Summer,0,2003,2003/2004,Active,Sell
151680,Al-Ahli SFC,Bouchaib El Moubarki,25,Right Winger,Al-Rayyan SC,?,out,Summer,0,2003,2003/2004,Active,Sell
151681,Al-Ahli SFC,Khaled Badra,30,Centre-Back,Esperance,"End of loanAug 1, 2003",out,Summer,0,2003,2003/2004,Active,Loan
151682,Al-Ahli SFC,Abdullah Al-Waked,27,Central Midfield,Al-Shabab FC,"End of loanJun 30, 2003",out,Summer,0,2003,2003/2004,Active,Loan
151683,Al-Nassr FC,Marcelinho Carioca,32,Attacking Midfield,Vasco da Gama,€2.00m,in,Summer,2000000,2003,2003/2004,Active,Buy
151684,Al-Nassr FC,Nashat Akram,18,Attacking Midfield,Al-Shorta SC,?,in,Summer,0,2003,2003/2004,Active,Buy
151685,Al-Nassr FC,Otilino Tenorio,23,Attack,CS Emelec,?,in,Summer,0,2003,2003/2004,Active,Buy
151686,Al-Nassr FC,Saad Al-Harthi,19,Centre-Forward,Al-Nassr FC,-,in,Summer,0,2003,2003/2004,Active,Promotion
151687,Al-Nassr FC,Carlos Tenorio,24,Centre-Forward,LDU Quito,"End of loanJun 22, 2003",out,Summer,0,2003,2003/2004,Active,Loan
151688,Al-Hilal SFC,Jatto Ceesay,28,Right Winger,Willem II,free transfer,in,Summer,0,2003,2003/2004,Active,free transfer
151689,Al-Hilal SFC,Abdullah Al-Shehan,26,Attack,Al-Shabab FC,free transfer,in,Summer,0,2003,2003/2004,Active,free transfer
151690,Al-Hilal SFC,Mauricio Aros,27,Left-Back,Feyenoord,?,in,Summer,0,2003,2003/2004,Active,Buy
151691,Al-Hilal SFC,Saad Al-Dosari,25,Attacking Midfield,Al-Ahli SFC,?,in,Summer,0,2003,2003/2004,Active,Buy
151692,Al-Wehda FC,Sulaiman Amedu,20,Centre-Back,Al-Wehda FC,-,in,Summer,0,2003,2003/2004,Active,Promotion
151693,Al-Wehda FC,Nasser Al-Shamrani,19,Centre-Forward,Al-Wehda FC,-,in,Summer,0,2003,2003/2004,Active,Promotion
151694,Al-Wehda FC,Essa Al-Mehyani,20,Centre-Forward,Al-Wehda FC,-,in,Summer,0,2003,2003/2004,Active,Promotion
151695,Al-Qadsiah FC,Ahmed Khalil Al-Khaldi,32,Goalkeeper,Al-Sailiya SC,?,out,Summer,0,2003,2003/2004,Active,Sell
151696,Al-Shoalah FC,Yves Kibuey,33,Centre-Forward,Leiria,?,in,Summer,0,2003,2003/2004,Active,Buy
151697,Khaleej FC,Razzaq Farhan,26,Attack,Al-Dhaid,?,out,Summer,0,2003,2003/2004,Active,Sell
151698,Al-Shabab FC,Naji Majrashi,19,Centre-Forward,Unknown,?,in,Summer,0,2003,2003/2004,Active,Buy
151699,Al-Shabab FC,Fernandes,26,Attacking Midfield,Figueirense FC,loan transfer,in,Summer,0,2003,2003/2004,Active,Loan
151700,Al-Shabab FC,Abdullatif Al-Ghannam,17,Defensive Midfield,Al-Shabab FC,-,in,Summer,0,2003,2003/2004,Active,Promotion
151701,Al-Shabab FC,Fisal Al-Sultan,24,Attack,Al-Shabab FC,-,in,Summer,0,2003,2003/2004,Active,Promotion
151702,Al-Shabab FC,Abdullah Al-Waked,27,Central Midfield,Al-Ahli SFC,"End of loanJun 30, 2003",in,Summer,0,2003,2003/2004,Active,Loan
151703,Al-Shabab FC,Redha Tukar,27,Centre-Back,Ittihad Club,free transfer,out,Summer,0,2003,2003/2004,Active,free transfer
151704,Al-Shabab FC,Abdullah Al-Shehan,26,Attack,Al-Hilal SFC,free transfer,out,Summer,0,2003,2003/2004,Active,free transfer
151705,Al-Shabab FC,Abdullah Al-Waked,27,Central Midfield,Ittihad Club,?,out,Summer,0,2003,2003/2004,Active,Sell
151706,Ittihad Club,Alain Masudi,25,Attacking Midfield,Sturm Graz,loan transfer,in,Winter,0,2003,2003/2004,Active,Loan
151707,Ittihad Club,Saud Kariri,23,Defensive Midfield,Al-Qadsiah FC,?,in,Winter,0,2003,2003/2004,Active,Buy
151708,Al-Ettifaq FC,Awule Quaye,23,Attacking Midfield,CS Sfaxien,?,in,Winter,0,2003,2003/2004,Active,Buy
151709,Al-Ettifaq FC,Arílson,30,Attacking Midfield,Indep. Santa Fe,?,out,Winter,0,2003,2003/2004,Active,Sell
151710,Al-Ahli SFC,Paulinho,21,Second Striker,Atlético-MG,?,in,Winter,0,2003,2003/2004,Active,Buy
151711,Al-Ahli SFC,Edmílson,29,Attack,Figueirense FC,?,in,Winter,0,2003,2003/2004,Active,Buy
151712,Al-Nassr FC,Marcelinho Carioca,32,Attacking Midfield,Vasco da Gama,free transfer,out,Winter,0,2003,2003/2004,Active,free transfer
151713,Al-Nassr FC,Otilino Tenorio,24,Attack,CD El Nacional,?,out,Winter,0,2003,2003/2004,Active,Sell
151714,Al-Hilal SFC,Seyfo Soley,23,Defensive Midfield,KRC Genk,loan transfer,in,Winter,0,2003,2003/2004,Active,Loan
151715,Al-Hilal SFC,Somália,26,Centre-Forward,São Caetano,loan transfer,in,Winter,0,2003,2003/2004,Active,Loan
151716,Al-Hilal SFC,Franck Atsou,25,Centre-Back,Heusden-Zolder,loan transfer,out,Winter,0,2003,2003/2004,Active,Loan
151717,Al-Hilal SFC,Mauricio Aros,27,Left-Back,Huachipato,?,out,Winter,0,2003,2003/2004,Active,Sell
151718,Al-Hilal SFC,Yousuf Al-Thunayan,39,Attacking Midfield,Retired,-,out,Winter,0,2003,2003/2004,Retired,Retired
151719,Al-Qadsiah FC,Jack Jones,26,Attack,Moto Club,?,in,Winter,0,2003,2003/2004,Active,Buy
151720,Al-Qadsiah FC,Saud Kariri,23,Defensive Midfield,Ittihad Club,?,out,Winter,0,2003,2003/2004,Active,Sell
151721,Al-Qadsiah FC,Alex Pinho,31,Defence,Paysandu,?,out,Winter,0,2003,2003/2004,Active,Sell
151722,Khaleej FC,Rachid Benmahmoud,32,Midfield,Al-Arabi SC,?,in,Winter,0,2003,2003/2004,Active,Buy
151723,Al-Shabab FC,Roberto Holsen,27,Centre-Forward,César Vallejo,?,in,Winter,0,2003,2003/2004,Active,Buy
151724,Al-Shabab FC,Rasheed Yekini,40,Centre-Forward,Julius Berger,?,in,Winter,0,2003,2003/2004,Active,Buy
151725,Al-Hilal SFC,Marcelo Tavares,24,Centre-Back,Cruzeiro,free transfer,in,Summer,0,2004,2004/2005,Active,free transfer
151726,Al-Hilal SFC,Camacho,24,Attacking Midfield,Botafogo,free transfer,in,Summer,0,2004,2004/2005,Active,free transfer
151727,Al-Hilal SFC,Paulo Silva,29,Attack,Petro Luanda,?,in,Summer,0,2004,2004/2005,Active,Buy
151728,Al-Hilal SFC,Abdallah Medwah,25,Left-Back,Abha Club,?,in,Summer,0,2004,2004/2005,Active,Buy
